Hub,ZSP,Date,EnergyConsump,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Saturday,Sunday,Temp1_South_Less,Temp2_South_Less,Temp3_South_Less,Temp4_South_Less,Temp1_South_Gr,Temp2_South_Gr,Temp3_South_Gr,Temp4_South_Gr
Center,FZSZOE27,2011-05-22,124050.86499999999,12.6,13.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-23,134602.38,15.1,13.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-24,133852.851,14.5,13.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-25,139198.834,12.3,11.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-26,137204.105,11.5,10.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-27,135516.866,11.0,9.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-28,125190.931,14.1,9.7,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-29,122909.087,13.0,10.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-30,134144.693,13.5,11.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-31,131649.693,15.1,14.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-01,129142.79600000002,21.0,20.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-02,127639.853,18.6,15.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-03,127637.30200000001,14.8,14.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-04,119075.444,14.0,15.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-05,116982.369,16.5,12.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-06-06,130939.60900000001,14.9,11.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-07,129765.513,18.2,15.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-08,129523.49999999996,17.6,19.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-09,128176.19500000002,20.1,20.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-10,128263.85100000001,22.7,24.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-11,117912.00399999999,21.0,19.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-12,115099.588,18.7,12.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-06-13,118811.94099999999,13.5,9.9,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-06-14,128264.19499999998,12.5,9.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-15,132676.494,12.5,13.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-16,132467.25199999998,14.3,15.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-17,131522.478,15.1,13.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-18,124020.642,15.5,13.6,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-19,121355.594,15.0,15.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-06-20,131925.18400000004,15.0,12.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-21,132999.37000000002,14.8,14.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-22,130791.14100000002,16.0,14.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-23,131496.32799999998,16.4,15.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-24,128335.22200000001,17.2,16.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-25,121541.78900000002,16.5,15.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-26,120806.15599999999,14.6,16.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-06-27,130581.90699999999,18.5,15.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-28,129860.9,17.6,16.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-29,130024.79099999998,17.8,17.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-06-30,130133.986,22.0,19.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-01,129496.58600000002,24.5,23.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-02,119473.726,24.8,23.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-03,117710.24799999999,23.7,15.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-07-04,129625.39099999996,19.1,13.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-05,128436.609,18.7,15.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-06,129117.94600000001,19.9,18.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-07,127540.66900000001,21.2,20.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-08,128773.645,23.7,23.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-09,120299.34300000001,22.5,23.4,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-10,117976.323,23.1,22.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-07-11,127748.70099999999,23.5,23.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-12,129240.31999999999,23.0,21.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-13,127114.178,19.0,16.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-14,124498.81400000001,19.2,15.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-15,125943.97299999998,16.5,15.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-16,120349.589,18.5,17.8,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-17,117526.112,17.5,17.3,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-07-18,129035.085,19.1,17.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-19,128992.70399999997,22.5,20.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-20,127513.538,23.8,21.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-21,128155.98399999998,24.6,23.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-22,127935.617,24.6,22.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-23,120219.577,25.2,23.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-24,114720.64900000002,20.5,21.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-07-25,124963.646,19.2,20.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-26,124765.241,24.2,19.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-27,127024.16099999998,25.0,22.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-28,127793.196,25.6,21.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-29,129917.406,22.5,20.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-30,121737.46299999999,18.7,17.8,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-07-31,119417.443,19.0,14.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-08-01,130410.79100000001,16.0,13.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-02,129087.34800000003,14.3,14.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-03,125963.749,14.5,16.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-04,125223.65000000001,16.5,17.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-05,124554.902,18.0,13.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-06,117683.472,18.1,14.2,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-07,115992.084,20.0,17.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-08-08,128582.89000000001,18.0,17.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-09,128940.801,17.5,15.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-10,129061.713,17.5,14.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-11,130008.74399999999,16.3,13.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-12,129538.52100000001,13.2,13.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-13,121272.72600000001,15.0,13.4,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-14,119765.82299999997,17.8,16.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-08-15,129687.353,19.8,16.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-16,129865.194,20.7,14.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-17,129564.423,18.5,13.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-18,128782.96399999999,15.4,12.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-19,129252.30300000001,16.0,16.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-20,121398.17300000001,16.0,13.7,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-21,120029.19399999999,16.2,15.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-08-22,129469.619,16.3,15.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-23,128499.134,16.1,14.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-24,128791.944,17.1,14.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-25,129779.26799999998,16.0,14.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-26,132119.385,19.0,17.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-27,123707.69100000002,21.0,20.4,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-28,121285.498,21.0,19.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-08-29,132641.762,17.5,16.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-30,133761.13700000002,15.0,11.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-08-31,135781.94,14.5,13.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-01,137345.47900000002,14.5,12.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-02,143793.761,14.6,13.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-03,128668.10999999999,15.0,10.9,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-04,127439.92700000001,12.9,9.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-09-05,139989.13,12.5,9.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-06,138282.55800000002,13.6,13.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-07,138031.05799999996,14.7,15.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-08,139145.951,15.4,15.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-09,139288.247,14.4,12.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-10,130937.72800000002,14.0,12.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-11,128516.09999999999,13.2,11.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-09-12,138948.25600000002,11.5,9.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-13,140120.516,15.1,14.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-14,140709.41,14.0,12.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-15,142133.37900000002,14.5,13.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-16,143192.366,12.0,11.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-17,134233.28,12.5,9.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-18,132283.578,11.0,7.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-09-19,146847.55000000002,9.3,7.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-20,146312.33500000002,13.5,8.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-21,148177.677,13.0,9.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-22,148416.054,14.5,10.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-23,150818.68099999998,11.5,9.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-24,139829.137,11.1,9.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-25,138442.411,9.0,7.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-09-26,151315.26499999996,7.5,7.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-27,153323.58600000004,10.6,8.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-28,155384.57300000003,10.0,8.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-29,157100.394,9.5,6.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-09-30,157453.03,14.5,12.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-01,147812.905,10.5,6.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-02,142952.00499999998,7.9,4.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-10-03,155972.317,8.7,6.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-04,152125.65400000004,11.0,6.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-05,153516.743,10.6,8.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-06,155927.16100000002,10.5,8.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-07,155351.59,12.1,10.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-08,143687.754,8.8,7.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-09,141534.266,6.9,3.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-10-10,154553.831,5.6,5.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-11,155662.39299999998,7.8,6.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-12,157490.46700000003,6.0,4.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-13,157222.68200000003,6.1,4.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-14,157900.55800000002,4.8,1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-15,145196.51499999993,1.5,0.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-16,143151.657,6.9,4.9,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-10-17,156009.40199999997,8.0,3.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-18,154883.783,6.1,6.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-19,156376.48300000004,3.2,3.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-20,157008.04799999998,7.0,6.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-21,159266.13899999997,6.2,4.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-22,152091.394,6.4,2.7,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-23,150731.27100000004,7.2,1.3,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-10-24,162091.678,7.5,4.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-25,161078.83200000002,6.9,1.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-26,160804.34000000003,6.5,3.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-27,161741.25900000002,3.5,2.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-28,160965.059,3.1,3.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-29,150476.219,7.5,6.3,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-10-30,149048.61299999998,6.5,5.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-10-31,160775.91600000003,9.1,6.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-01,160310.58000000005,8.5,6.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-02,156188.78,9.7,9.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-03,155538.32,9.2,5.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-04,148798.071,6.5,5.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-11-05,147112.01800000004,4.3,2.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-06,147994.259,1.0,1.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-11-07,159621.252,3.0,4.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-08,162772.22699999996,6.9,3.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-09,164580.72100000002,2.2,-1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-10,163607.129,-0.1,-1.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-11,164231.364,3.0,2.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-12,157014.70500000002,4.0,0.6,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-13,155204.98799999998,2.5,2.6,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-11-14,165410.688,4.1,1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-15,166226.03200000004,0.8,-2.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-16,165544.29700000002,1.5,0.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-17,167825.04700000002,5.5,-0.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-18,168083.117,1.7,-2.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-19,157532.141,3.1,-1.7,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-20,155143.593,-3.5,-7.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-11-21,169601.125,-4.4,-4.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-22,172515.04,-0.4,-5.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-23,174422.31600000005,0.0,-0.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-24,174339.204,4.0,3.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-25,173049.69599999997,4.5,2.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-26,159627.22800000003,5.0,3.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-27,158525.68199999997,5.5,0.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-11-28,172065.906,5.3,-1.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-29,172256.164,0.0,-2.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-11-30,173290.558,0.2,0.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-01,170270.94199999995,3.0,1.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-02,170777.373,2.2,1.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-03,162042.35700000002,2.5,-0.1,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-04,159314.329,2.1,0.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-12-05,171479.436,3.1,0.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-06,171398.03000000003,1.8,-0.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-07,168770.095,-0.1,-1.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-08,171020.64700000003,1.1,-0.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-09,170735.90199999997,0.6,-0.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-10,159142.42500000002,0.6,-1.1,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-11,156202.745,1.9,-0.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-12-12,168231.92500000002,0.9,-4.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-13,168285.92800000004,1.1,-0.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-14,169038.098,2.2,1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-15,170255.71700000003,4.4,1.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-16,169746.794,2.8,1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-17,158961.86299999998,2.5,0.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-18,155629.81099999996,3.2,0.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-12-19,169144.76200000002,2.2,0.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-20,170319.43500000003,1.3,0.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-21,171061.93500000003,-1.3,-0.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-22,172964.09600000005,-2.0,-2.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-23,173529.59199999995,-1.9,-1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-24,162842.838,-1.5,-0.9,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-25,160100.39599999998,0.5,-0.9,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-12-26,172226.76200000002,4.5,1.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-27,170717.765,4.5,1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-28,167918.256,1.0,-2.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-29,169158.99500000002,1.8,-1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-30,170417.863,3.2,1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-12-31,159522.46399999995,-1.2,-5.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-01,146817.253,-4.0,-11.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-02,150985.71600000004,-4.0,-6.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-03,154257.589,-2.0,-2.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-04,155780.40099999998,1.0,-1.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-05,154335.93899999998,2.0,0.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-06,154183.981,1.0,-1.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-07,150547.826,-1.0,-5.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-08,156030.978,-4.0,-7.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-09,158762.76,-2.0,-7.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-10,167784.441,-2.0,-11.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-11,169992.522,-1.0,-9.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-12,170695.24099999998,0.0,-4.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-13,171930.06200000003,1.0,-3.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-14,162772.095,-1.0,-6.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-15,161745.57900000003,-1.0,-7.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-16,172618.109,-2.0,-6.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-17,174431.444,-3.0,-8.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-18,175382.476,-6.0,-9.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-19,177056.482,-6.0,-7.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-20,178429.345,-6.0,-6.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-21,171050.917,-6.0,-8.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-22,170960.99099999998,-4.0,-8.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-23,185056.734,-8.0,-10.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-24,183947.458,-10.0,-11.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-25,188389.011,-13.0,-14.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-26,189559.70799999998,-15.0,-15.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-27,189914.80399999997,-15.0,-15.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-28,180559.40699999995,-16.0,-18.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-29,180801.09100000001,-16.0,-23.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2012-01-30,196093.082,-14.0,-22.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-01-31,198527.661,-18.0,-25.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-02-01,197764.93399999998,-19.0,-26.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2012-02-02,198398.41900000002,-18.0,-25.0,,,,,,0.0,0.0,,,,,,,,
