Timestamp;item 1758;item 40010;item 35731;item 96474;item 97519;item 75501;item 95519;item 93400;item 99826;item 57813;item 19765;item 73140;item 34535;item 100162;item 95431;item 33252;item 71171;item 18065;item 40692;item 16447;item 41126;item 32218;item 82195;item 21329;item 41520;item 56324;item 82269;item 89407;item 86025;item 33276;item 51600;item 94986;item 70328;item 98798;item 2036;item 91168;item 73716;item 88273;item 25170;item 28755;item 99297;item 88274;item 26785;item 76021;item 32919;item 27375;item 94337;item 28291;item 71983;item 18272;item 77826;item 100399;item 59875;item 39062;item 76210;item 87297;item 90251;item 33261;item 25176;item 97336;item 3480;item 35535;item 43640;item 29388;item 97664;item 25761;item 75798;item 44060;item 23127;item 98918;item 30048;item 65016;item 97666;item 83685;item 96880;item 70166;item 50627;item 28959;item 80912;item 40909;item 87970;item 83140;item 29673;item 14226;item 94387;item 37104;item 12558;item 42344;item 51811;item 42887;item 49550;item 30509;item 45937;item 87475;item 95527;item 65825;item 31454;item 29014;item 49139;item 42190;item 8110;item 80718;item 29092;item 76501;item 32258
30.08.2005;0,444;0,983;1,256;0,334;0;1,79;0;0;0;1;1;0;1;1;0;2;1,356;1;2;0;0;0;1;1;1;1;3;0;1;3;1;2;2;2,638;2;4,028;1;1;1;1;0;2;0;4;1;3;2;1;0;2;5;1;0;0;6;1;4;4;4;2;1;1;3;0;3;5;8;8;6;3;2;5;4;2;2;0,894;8;4;3;3;2;4;0;5;1;4;0;4;10;6;6;1;5;4;16;10;4;5,786;0;16,768;36;6;32;7;65
31.08.2005;0,508;2,655;0,806;0,254;1;1,54;2;1;1;0;1;2;0;0;0;4;1,896;2;0;3;1;3;2;0;1;3;1;1;0;1;0;2;2;2,866;2;2,91;1;1;1;4;2;1;5;0;2;0;1;1;1;4;3;2;1;2;3;2;1;5;2;1;3;8;6;0;3;4;10;5;10;4;3;5;3;4;3;0,966;3;10;4;4;1;4;8;11;0;3;5;2;5;4;5;18;15;7;8;10;18;6,512;0;25,912;43;10;31;15;101
01.09.2005;0;0,62;0,324;2,06;2;0,25;0;2;3;1;2;0;0;0;1;1;1,432;2;2;3;0;0;2;3;0;2;0;2;0;0;0;2;2;1,52;5;1,758;0;6;1;2;1;1;0;0;2;0;1;6;1;1;4;1;1;0;3;5;4;2;3;1;0;2;10;3;9;3;12;3;8;6;9;4;7;7;1;1,258;2;18;7;4;5;11;3;9;1;3;2;10;5;14;13;13;4;0;20;17;5;11,676;0;27,978;33;3;46;15;95
02.09.2005;0,612;1,086;0;0;0;1,192;1;3;0;1;0;3;1;1;3;0;1,408;2;3;0;0;0;0;1;1;1;1;0;1;2;0;0;0;3,678;0;2,402;0;2;1;2;0;3;0;3;0;1;0;4;5;1;3;1;0;1;5;2;0;1;2;3;0;1;4;3;3;4;6;2;8;13;6;3;4;6;1;2,756;4;2;6;3;8;4;4;4;8;4;1;6;4;5;14;4;8;0;12;9;7;13,568;16,32;16,626;38;6;38;7;33
03.09.2005;0,924;0,994;1,036;0,924;1;2,056;1;1;0;1;1;0;1;0;2;1;2,096;0;2;1;2;2;2;1;0;3;0;1;0;1;2;0;1;4,206;4;0,99;0;1;1;2;1;4;0;2;1;0;3;2;3;0;3;3;1;0;5;2;0;2;1;3;1;2;5;2;2;2;9;4;3;8;14;4;4;5;3;1,372;5;0;5;1;1;7;4;5;11;3;0;1;6;4;11;5;14;0;8;12;8;10,668;29,74;18,936;24;8;62;16;35
04.09.2005;0;0;1,154;0,306;0;1,228;1;0;2;2;0;0;1;0;1;2;1,64;0;3;3;0;4;1;2;0;2;1;1;0;2;2;0;0;1,96;2;1,486;0;1;2;3;1;1;4;1;0;5;2;1;6;0;4;3;3;4;4;0;4;3;7;1;3;7;0;0;4;8;11;5;7;6;5;1;1;1;0;2,524;2;0;3;5;0;2;3;9;2;5;3;0;7;6;9;11;12;12;7;12;12;10,982;14,038;12,346;22;9;19;0;57
05.09.2005;0;1,385;0;0,906;2;1,156;1;0;0;1;0;0;1;0;2;0;1,412;1;2;0;0;2;0;1;3;2;1;1;0;0;2;3;3;4,912;0;1,902;1;6;0;2;1;1;3;2;2;1;4;6;4;0;3;1;0;2;3;3;2;5;1;0;1;0;3;3;3;5;3;2;6;8;1;6;7;4;0;1,152;2;0;2;3;0;7;5;2;7;3;1;0;8;5;11;11;4;17;4;13;6;6,15;14,566;24,794;17;10;41;6;47
06.09.2005;0,588;0,999;1,088;1,508;1;1,144;1;0;2;2;4;1;0;0;1;2;0,686;1;4;4;0;0;2;0;3;1;1;1;0;1;3;0;0;1,838;1;3,962;2;2;2;1;4;4;1;4;2;2;3;4;1;3;3;1;2;1;1;2;1;3;1;0;2;7;5;2;0;5;8;8;4;5;2;4;4;3;2;3,118;7;0;2;2;6;8;2;5;3;6;2;0;5;5;12;7;8;11;4;15;14;11,116;12,516;28,084;9;16;46;9;112
07.09.2005;0;0;0,954;0,278;3;0;0;0;0;0;0;0;3;2;4;1;2,728;0;0;0;1;0;1;1;3;2;0;1;2;1;3;2;1;2,718;2;2,188;0;2;1;2;2;2;4;0;1;4;1;9;5;3;5;0;2;4;1;1;2;3;6;0;1;3;3;4;2;3;2;5;5;8;4;1;4;4;0;1,372;14;0;4;3;10;8;4;8;0;4;3;6;5;8;12;4;9;0;4;10;13;12,986;4,236;17,89;17;15;38;5;49
08.09.2005;0;0;1,022;0;1;0,858;2;0;1;3;1;2;2;1;1;0;2,564;4;1;1;0;1;2;1;2;0;2;2;1;0;4;2;0;4,878;7;4,414;1;2;1;3;2;2;1;1;0;2;4;3;3;0;4;3;5;2;8;3;2;2;3;3;6;3;1;2;2;8;5;4;2;18;3;10;2;5;1;0,262;15;0;3;5;6;8;10;10;1;6;0;3;6;5;15;11;5;8;8;14;15;18,898;11,214;18,748;16;16;48;12;63
09.09.2005;0,168;1,095;2,61;0,738;2;0;0;2;0;1;1;1;5;0;0;1;2,6;2;0;2;3;1;1;0;3;0;0;2;1;5;4;5;1;6,656;1;4,428;0;1;0;2;3;0;3;2;1;4;0;5;4;1;4;4;0;1;3;2;2;4;0;3;2;5;7;6;6;4;0;3;4;6;3;9;4;6;0;3,434;2;0;9;7;12;10;2;7;2;4;0;5;14;12;11;4;6;10;8;13;6;11,998;10,614;14,62;19;16;33;11;111
10.09.2005;0,366;1,644;0,936;0,51;1;3,484;0;0;0;2;2;5;2;1;1;0;1,716;1;3;0;2;2;0;1;3;4;5;0;4;2;4;3;0;3,62;5;3,476;2;4;3;4;1;3;4;0;0;2;2;4;3;1;6;0;1;1;4;4;5;1;4;2;0;6;12;3;0;6;0;3;10;6;4;3;0;17;0;6,482;13;0;8;4;7;6;3;12;5;2;0;8;4;5;13;21;8;5;21;23;9;18,06;2,242;29,618;35;13;47;8;67
11.09.2005;0,25;0;0,33;0;0;0,462;1;1;2;0;0;2;1;0;0;0;1,15;3;1;1;1;0;2;0;1;2;1;0;0;3;1;3;1;2,178;2;2,184;2;2;0;1;3;3;2;1;1;1;0;3;2;0;5;4;3;0;4;1;7;2;2;1;1;1;5;3;3;3;0;9;8;3;1;0;5;3;2;0,396;0;0;7;8;1;2;5;4;4;1;9;7;5;2;8;14;6;3;4;12;3;20,296;0;21,88;18;9;48;10;65
12.09.2005;0;0;0,482;0;2;2,566;2;3;3;0;1;0;2;0;0;0;1,92;0;3;1;1;3;1;2;2;1;0;1;2;1;1;1;1;1,278;2;4,518;1;3;1;0;2;4;1;2;4;0;2;6;3;0;4;1;2;0;2;1;4;7;2;0;0;2;6;0;5;7;0;3;6;2;0;3;2;8;2;3,88;6;0;4;1;13;8;2;5;6;7;2;9;4;8;15;3;12;0;12;13;12;6,598;0;41,254;13;10;47;8;142
13.09.2005;0,18;1,895;1,35;0;6;1,16;1;1;1;0;6;0;1;0;0;1;1,918;2;3;0;2;0;1;0;3;1;0;4;3;0;1;2;1;3,024;4;2,968;0;0;0;4;1;3;5;0;5;8;3;6;3;4;4;0;5;2;7;5;6;1;3;1;0;5;1;3;1;2;0;5;12;0;0;2;4;6;3;5,32;4;0;3;11;8;10;4;6;6;5;9;11;9;11;12;6;3;9;4;25;9;6,624;11,756;22,962;38;20;47;9;151
14.09.2005;0;0,799;1,984;0,794;1;2,704;1;2;2;3;1;4;4;1;0;0;3,718;2;4;1;1;4;1;1;1;2;0;1;2;3;2;0;2;0,724;2;1,836;3;6;2;3;0;0;0;0;5;1;3;1;2;1;3;1;5;4;3;3;3;6;3;2;0;5;9;3;0;6;0;3;12;0;0;7;9;8;1;2,672;2;0;8;12;9;11;5;6;5;2;2;4;11;10;20;10;13;16;8;12;9;17,108;15,196;34,464;15;11;48;15;110
15.09.2005;0,416;0,735;1,186;1,05;2;1,26;2;0;0;2;1;3;0;1;1;0;1,624;1;5;0;0;0;1;1;1;4;0;2;4;1;0;3;2;1,744;5;1,042;1;2;3;2;0;2;2;4;1;4;1;3;0;2;3;0;8;4;0;4;4;5;4;4;0;4;10;3;3;6;0;2;5;3;0;0;0;7;1;0,428;4;0;5;8;9;8;5;7;2;2;5;2;8;9;8;11;11;6;0;13;9;12,724;14,938;30,486;17;16;48;8;139
16.09.2005;0;0,995;0,528;0,648;0;0,526;1;0;1;1;2;0;5;1;0;3;1,112;0;3;0;3;0;0;4;0;1;2;2;0;1;1;2;4;2,392;0;1,682;0;4;2;3;0;1;3;1;2;1;2;4;1;1;2;2;2;1;2;0;1;1;9;1;0;3;13;3;6;4;0;4;4;4;0;2;0;10;4;3,464;3;0;2;6;9;1;3;4;1;4;3;2;4;1;9;4;7;5;4;18;7;7,62;17,33;25,328;18;14;38;12;94
17.09.2005;0;0,832;0;0,32;0;0,814;1;0;0;1;0;1;1;0;0;3;1,104;1;1;0;1;3;0;2;2;2;0;1;5;2;3;2;2;5,188;7;4,182;2;2;0;1;0;1;0;4;1;3;2;3;4;1;1;2;1;4;2;2;3;4;6;3;0;5;2;1;2;7;0;5;8;5;0;2;0;7;3;1,278;4;0;5;3;6;7;6;1;1;4;1;6;4;4;7;16;5;10;3;15;10;26,556;10,408;12,77;27;13;52;9;44
18.09.2005;0,534;0,505;1,14;0,202;3;1,13;1;1;1;1;2;1;2;0;2;0;2,438;0;0;1;5;1;1;0;2;0;1;2;3;1;2;4;2;4,892;3;2,214;0;3;2;1;0;1;3;0;3;2;3;3;2;2;1;6;2;1;2;2;2;7;9;2;0;7;6;4;0;5;0;7;8;1;0;7;4;5;4;1,962;3;0;4;6;5;6;0;3;6;4;3;1;16;3;13;11;5;5;13;10;8;12,802;12,502;14,638;20;13;37;11;115
19.09.2005;0,548;1,081;0,806;1,148;1;0,634;1;0;0;2;3;2;0;0;1;2;1,936;4;2;3;0;2;0;3;2;1;0;0;4;3;0;0;1;2,01;0;4,366;4;3;0;0;3;3;2;4;0;1;1;1;1;1;2;0;2;1;1;5;3;2;3;1;0;12;2;4;1;5;0;3;11;4;0;1;5;9;0;0,65;6;0;3;14;7;4;8;2;3;6;0;2;4;9;18;8;8;13;1;17;8;21,688;14,086;22,11;16;9;19;7;96
20.09.2005;0,436;0;0;0,954;2;1,662;1;1;4;1;0;1;0;0;1;1;0,658;1;1;4;2;0;0;2;2;1;1;2;2;0;2;3;3;3,312;1;1,356;0;2;1;2;0;0;2;1;4;0;3;7;1;0;3;3;1;0;9;2;2;1;2;4;0;2;4;2;5;2;0;6;6;9;0;2;1;9;3;0;35;0;1;0;8;9;7;2;0;4;3;5;1;5;9;3;0;9;12;16;10;7,892;15,392;33,938;19;17;47;9;64
21.09.2005;0;1,083;1,092;0,53;5;1,854;1;3;0;1;1;0;0;1;0;2;0,82;0;2;1;2;0;0;2;0;2;0;0;2;1;0;0;2;2,764;1;2,646;0;2;2;1;2;1;1;1;1;0;3;3;1;0;2;3;2;2;0;3;4;1;7;2;0;2;4;4;1;0;0;4;14;4;0;5;3;11;2;0;7;0;10;0;4;7;2;4;2;6;7;7;1;4;15;6;0;6;9;9;7;9,144;14,644;24,484;18;13;43;11;125
22.09.2005;0;0,422;1,084;0,532;5;0;0;2;0;2;1;1;1;2;1;2;2,226;2;0;1;1;0;0;5;1;5;0;1;2;1;0;1;2;2,656;1;3,986;0;5;2;2;4;2;2;4;0;0;3;4;0;2;7;0;2;2;2;7;1;2;3;1;0;3;9;0;3;0;0;9;2;7;0;4;2;8;2;2,696;15;0;4;0;6;6;8;9;3;4;0;3;2;5;15;5;0;22;0;13;7;19,882;24,384;21,38;12;15;48;5;68
23.09.2005;0;1,555;1,16;0,684;4;1,9;0;0;0;1;1;0;3;3;0;2;1,04;1;1;3;1;2;0;3;0;0;0;1;2;2;0;3;0;2,834;0;0,77;2;6;2;2;3;4;2;3;2;2;1;4;0;1;5;4;1;2;2;5;4;1;3;1;0;1;16;0;2;0;0;4;9;5;0;1;4;8;0;2,06;0;0;2;0;1;4;2;7;0;2;0;0;5;10;10;11;0;14;4;15;27;10,338;11,842;18,152;20;21;53;7;43
24.09.2005;0,416;0,362;0,658;0,948;0;0,37;1;1;1;1;6;1;1;1;6;0;1,228;2;4;5;3;2;0;1;0;2;1;1;0;4;1;1;3;3,352;0;1,37;1;2;0;2;1;6;2;0;1;3;1;3;0;1;1;0;3;0;2;1;6;0;1;0;0;1;7;2;2;0;0;3;4;5;0;6;4;8;1;1,648;4;0;3;0;0;6;3;3;2;2;7;6;8;4;12;12;0;8;0;12;8;20,76;8,47;9,132;19;13;40;9;49
25.09.2005;0,212;0,504;0,902;0,866;2;1,77;1;1;0;1;3;6;1;1;0;1;1,932;1;5;1;4;0;0;0;1;0;0;2;1;4;1;5;1;2,186;5;3,162;1;2;1;4;2;5;0;1;1;2;1;3;0;13;3;2;4;3;5;2;3;1;5;3;0;1;0;1;1;0;0;6;9;4;2;6;0;12;2;3,156;2;0;8;0;0;4;4;7;6;4;1;2;5;7;16;9;0;7;8;14;9;9,152;5,964;35,13;16;8;40;7;86
26.09.2005;0;0;0,898;0,872;5;0,924;1;1;1;1;4;0;0;0;0;3;0,234;1;2;1;1;2;1;6;2;3;2;1;2;2;1;4;0;2,834;4;8,084;1;4;1;1;0;6;4;0;0;0;0;2;0;0;1;1;4;3;2;3;1;4;0;1;0;3;5;3;1;0;0;4;6;2;4;8;5;8;1;3,166;1;0;10;0;4;7;5;5;2;3;3;10;9;7;13;15;0;14;0;9;9;13,838;10,17;23,718;19;12;33;5;52
27.09.2005;0;1,076;1,182;0;1;3,084;1;1;1;1;4;1;5;0;0;1;1,456;1;2;0;0;0;0;0;2;1;1;2;1;2;2;3;1;2,532;2;1,42;0;2;0;1;0;5;2;4;2;3;6;6;0;2;4;8;2;2;4;4;0;0;0;3;0;2;7;3;1;0;0;1;7;5;2;4;0;2;1;0,514;11;0;4;0;4;3;2;4;1;6;8;5;3;3;10;8;0;4;0;20;12;13,166;9,698;21,692;18;11;33;1;143
28.09.2005;0,378;1,104;0,766;0,268;3;0,836;1;1;0;1;0;2;3;4;1;0;1,764;1;2;2;2;1;0;0;0;1;0;3;0;3;1;2;2;3,932;1;3,284;0;1;2;2;0;1;0;1;2;4;0;3;1;0;2;2;2;1;4;2;6;1;0;0;0;4;7;2;1;0;0;3;2;5;3;0;4;7;3;1,862;1;0;0;0;2;9;6;1;0;3;1;1;8;6;7;5;0;3;0;13;10;17,974;10,758;18,332;18;11;36;8;50
29.09.2005;0,41;0,935;0,658;0,958;1;1,12;1;1;1;1;2;1;0;1;1;1;2,356;1;3;1;3;2;0;0;0;1;2;3;1;1;1;3;3;0,744;3;4,878;0;2;2;3;1;4;3;4;2;1;3;8;0;1;3;4;3;2;4;2;3;2;0;1;0;5;5;4;4;0;0;2;5;7;5;0;8;8;2;0,326;4;0;1;0;6;0;4;3;2;3;1;6;5;6;16;14;0;7;0;12;12;11,108;7,836;22,766;15;10;48;9;38
30.09.2005;0,19;0,307;1,59;0,314;0;2,41;1;0;1;1;2;2;0;1;0;2;3,378;2;2;0;0;0;0;2;0;4;1;1;0;3;3;4;1;1,816;1;1,18;2;1;2;0;1;3;2;0;0;1;0;2;1;4;0;3;1;0;4;3;2;3;0;3;0;7;4;2;1;0;0;2;7;2;1;0;5;5;0;2,436;4;0;4;0;3;1;3;4;2;5;1;3;4;3;9;22;0;4;4;10;10;41,954;12,068;15,31;18;11;44;10;57
01.10.2005;0,2;1,144;1,348;1;1;0,882;1;1;1;2;3;0;0;1;4;1;0,432;2;4;1;2;2;0;0;3;6;0;1;2;0;2;3;1;3,966;4;2,262;1;1;0;2;3;4;3;2;1;2;1;7;0;5;2;2;0;1;5;3;0;4;0;0;0;5;0;0;2;0;0;7;5;5;4;2;0;5;1;1,778;2;0;5;0;7;3;3;2;2;5;6;2;3;5;11;1;0;11;8;10;13;18,13;9,082;19,134;15;14;63;14;33
02.10.2005;0;1,552;0;0,82;3;0,934;0;1;2;2;1;6;2;2;2;4;0,444;2;0;0;0;0;0;2;0;4;0;0;2;1;0;1;1;2,442;5;3,718;2;2;1;3;2;3;3;0;2;5;2;7;0;9;3;1;1;0;3;2;3;2;0;2;0;7;8;4;4;0;0;4;1;2;0;7;3;1;1;0;3;0;3;0;3;4;5;3;1;4;4;4;6;5;13;6;0;8;4;14;10;3,952;2,342;8,896;16;16;32;8;35
03.10.2005;0,356;0,971;1,68;0,246;2;0,704;2;0;1;0;4;3;0;0;0;0;1,12;2;1;0;1;1;0;0;4;7;0;1;1;3;0;2;3;0,854;0;3,856;0;2;1;3;2;2;0;2;3;0;0;2;0;0;1;1;1;1;2;1;7;3;0;6;0;5;2;3;5;0;0;5;8;3;2;0;3;3;0;0;4;0;7;0;2;7;4;4;2;3;0;8;6;3;10;9;0;12;4;12;7;8,306;8,72;36,272;25;14;40;10;96
04.10.2005;0,106;0,437;0,6;0,618;0;0,73;1;1;0;1;2;1;1;1;0;1;1,592;0;1;0;0;1;0;1;1;4;2;7;0;4;1;3;1;2,114;4;3,218;2;1;0;3;1;3;2;1;1;0;0;3;2;0;3;3;4;3;6;2;4;2;0;3;0;3;4;2;4;0;0;3;3;1;2;3;3;1;1;0,264;2;0;4;0;4;8;5;3;2;2;1;5;4;4;7;1;0;10;14;12;6;12,596;6,318;11,864;9;6;38;7;44
05.10.2005;0,126;0,428;1,498;1,072;0;1,22;1;0;0;2;2;1;1;0;6;0;1,79;1;1;1;5;0;0;0;1;5;0;2;1;1;1;2;1;1,91;0;5,182;1;1;0;4;2;3;0;0;0;2;1;8;4;3;0;3;3;3;4;5;5;2;0;4;0;6;3;3;3;1;0;6;10;1;1;0;4;7;3;0;5;0;3;5;1;4;0;2;2;2;1;4;9;3;11;10;0;7;14;23;3;15,126;15,09;15,29;9;10;41;6;23
06.10.2005;0,282;1,093;1,094;0,852;1;0,698;1;4;3;1;2;2;3;0;1;0;0,88;1;1;1;2;0;2;0;1;4;1;2;4;2;3;2;0;1,242;1;3,758;4;4;1;3;5;6;3;3;4;1;3;6;4;0;8;1;4;2;6;4;5;2;0;6;0;4;10;4;1;5;0;8;2;1;2;4;7;5;2;0;3;0;1;15;9;4;6;10;3;3;3;12;5;3;16;10;0;4;10;22;13;17,686;17,45;45,23;25;11;52;9;114
07.10.2005;0,132;0;1,43;0,24;0;1,102;0;0;6;1;1;0;1;4;0;1;1,782;1;1;1;1;1;0;1;2;0;2;1;1;0;1;1;4;0,542;8;2,774;0;2;1;4;1;1;1;2;1;0;3;5;4;3;2;5;3;4;4;7;4;1;0;3;0;8;1;0;0;3;0;5;0;1;2;3;0;0;0;0;4;0;3;7;3;8;5;3;1;6;2;8;4;5;14;26;0;9;14;11;16;10,814;17,35;20,754;20;11;48;10;135
08.10.2005;0;0,73;0,398;0,658;1;2,436;1;1;3;0;1;1;0;2;1;0;0,886;2;1;2;3;0;0;1;2;1;0;0;1;2;2;1;6;3,86;6;2,93;0;1;1;0;1;2;4;0;0;6;3;6;3;16;1;5;1;0;0;2;0;4;0;3;0;8;5;3;3;2;0;5;10;1;9;4;0;0;0;2,658;5;0;4;15;6;2;12;5;2;2;1;2;8;2;9;10;0;0;0;15;11;8,476;21,484;17,62;34;19;56;4;73
09.10.2005;0;1,709;1,422;0,706;2;0,75;1;0;1;2;2;1;1;1;1;3;0,824;0;1;1;2;0;0;1;3;11;2;0;7;0;1;2;4;1,42;0;1,74;0;0;1;3;2;0;5;1;0;0;3;0;0;4;2;0;1;0;4;2;1;1;0;2;0;5;1;3;3;3;0;1;5;4;11;1;0;5;0;2,4;5;0;1;7;6;4;5;2;2;5;0;0;7;9;12;7;3;20;20;11;15;8,532;6,124;11,798;15;7;44;8;113
10.10.2005;0;1,424;0,568;0,562;1;2,052;2;1;1;0;6;3;2;2;6;1;0,632;1;1;1;1;2;0;2;1;2;0;1;3;3;0;4;1;1,516;2;3,076;2;1;1;0;0;0;5;1;1;4;1;0;1;7;3;4;0;0;7;3;7;5;0;2;0;6;2;4;5;1;0;4;5;1;4;0;4;4;3;2,916;3;0;4;18;2;0;5;5;3;3;2;0;5;7;9;6;8;13;12;11;6;10,868;4,456;5,018;17;17;39;10;19
11.10.2005;0;0,661;0;0,248;4;1,454;0;0;3;1;4;1;2;4;4;0;2,338;0;2;0;9;1;0;2;2;2;3;0;1;0;0;3;2;2,654;4;2,112;1;0;0;2;1;0;0;1;3;2;6;5;4;5;8;3;1;1;3;3;3;1;0;6;0;4;8;3;3;2;0;3;0;3;3;0;6;2;2;1,248;7;0;4;7;4;3;5;6;1;7;2;0;1;2;11;26;11;5;9;11;11;11,772;8,416;5,226;13;11;38;10;24
12.10.2005;0,11;0;1,756;1,05;2;1,418;2;0;1;1;4;2;4;1;1;0;2,236;2;1;0;2;2;0;0;3;3;0;1;2;3;1;0;4;3,434;3;3,994;1;0;1;0;3;0;7;1;0;1;3;4;4;6;1;2;2;0;3;4;7;1;0;0;0;10;4;3;2;0;0;2;9;2;4;0;1;4;1;0,836;5;0;1;16;4;9;1;2;0;4;0;9;6;7;8;10;10;6;12;16;12;13,404;15,068;21,584;21;9;33;1;127
13.10.2005;0;1,201;1,212;1,622;2;0,534;1;0;1;2;2;3;0;5;1;1;2,896;0;3;0;5;2;0;1;2;7;3;1;1;2;2;2;3;2,926;1;1,098;0;0;2;6;3;0;1;1;0;0;5;4;3;2;3;1;1;2;1;3;2;3;1;0;0;2;13;3;5;6;7;3;7;5;2;0;3;9;4;0,198;3;0;5;10;5;2;3;5;3;1;0;2;8;4;7;17;12;2;3;23;13;11,506;8,758;21,05;24;7;46;4;77
14.10.2005;0;0,387;1,2;0;1;0,926;0;1;2;4;3;0;0;1;2;3;1,412;1;4;2;1;1;0;2;4;0;1;0;1;0;1;1;0;1,042;1;2,222;0;0;1;0;1;0;2;0;2;3;1;5;3;2;2;1;3;1;0;1;2;2;7;1;0;8;1;5;0;4;9;4;3;5;0;0;6;9;0;0;4;0;7;8;9;3;2;6;0;5;1;4;6;4;9;25;0;2;10;13;10;12,652;15,092;15,198;33;14;45;8;15
15.10.2005;0,1;0;1,262;0;3;0,34;1;0;1;0;0;1;3;2;2;1;1,496;0;0;0;1;1;0;0;1;2;1;0;1;1;3;2;3;4,448;3;2,472;0;1;1;2;2;0;1;4;2;1;1;4;1;3;4;2;2;2;9;7;4;3;6;0;0;1;3;3;4;2;4;3;7;8;1;0;0;9;4;0,818;6;0;3;0;7;5;6;3;0;1;0;5;7;6;9;5;0;0;17;17;11;6,688;15,972;21,404;21;10;56;6;37
16.10.2005;0,234;0,723;0,276;1,092;1;0,316;1;0;1;2;4;2;0;0;0;1;1,618;2;1;2;3;0;0;0;1;2;0;2;0;0;0;1;1;3,83;6;1,87;1;2;0;2;1;0;3;2;1;1;2;3;6;4;3;1;3;2;7;1;3;3;4;0;0;3;3;0;1;4;0;3;2;1;5;0;1;9;2;1,034;2;0;3;0;3;11;7;2;5;4;4;9;8;3;17;16;4;0;8;9;12;5,184;16,33;14,388;17;10;42;10;163
17.10.2005;0,342;0,283;0,884;0,554;0;1,384;1;0;2;2;2;1;0;1;2;2;1,102;1;1;1;1;1;0;2;2;1;0;0;0;0;0;0;5;3,576;1;2,736;1;1;0;2;1;0;2;2;1;0;3;5;0;0;2;2;1;2;3;3;7;4;1;2;0;1;10;3;1;2;0;2;0;2;4;0;2;6;3;3,05;4;0;0;0;2;3;2;5;0;3;10;4;5;10;13;32;17;17;9;11;12;16,456;6,724;42,014;6;7;52;4;85
18.10.2005;0;0,257;0,796;0,626;0;0,592;1;0;5;1;0;2;1;0;1;0;1,638;0;3;2;0;5;0;0;0;2;0;0;0;1;1;2;2;3,166;3;2,362;1;1;2;2;2;0;6;0;1;2;0;4;1;2;0;2;3;2;6;2;1;2;4;1;0;0;7;3;1;2;0;1;3;3;0;4;1;7;0;1,124;0;0;0;0;6;3;5;5;0;1;3;7;6;6;8;14;6;19;22;20;11;4,71;23,126;21,96;16;14;40;8;47
19.10.2005;0;0,515;1,97;0,672;0;1,542;1;1;0;1;3;2;1;0;2;0;2,108;0;2;0;0;1;1;3;1;1;1;2;1;0;1;4;2;0,242;1;7,346;0;0;0;2;1;1;0;1;3;3;0;2;1;4;1;2;1;7;4;1;3;5;0;1;0;1;5;2;3;5;0;4;2;2;1;2;3;4;0;0,414;0;0;0;0;8;8;3;2;1;3;3;5;3;8;7;5;0;14;9;7;4;6,792;9,356;17,29;20;14;49;1;34
20.10.2005;0;0;0,85;0,684;3;0,308;1;1;0;1;4;0;1;0;0;1;0,51;2;1;0;1;3;0;1;7;1;1;0;5;1;1;4;3;6,27;0;2,084;0;3;0;2;1;1;8;4;2;1;5;9;0;2;1;5;7;1;3;3;3;2;1;7;0;8;4;4;4;5;0;5;1;1;2;2;11;6;2;1,76;0;0;0;0;10;9;4;5;2;8;0;4;13;2;16;6;0;18;27;16;17;13,864;11,312;14,562;14;10;24;5;43
21.10.2005;0;0,702;0,392;0,672;1;1,768;1;1;0;1;3;0;1;2;1;2;1,836;1;0;2;1;0;1;1;1;2;2;1;1;2;3;0;0;4,88;2;0,602;2;1;3;1;1;6;3;0;3;3;1;6;1;2;1;1;0;2;5;8;2;1;0;1;0;5;5;3;6;1;5;7;2;3;0;5;2;4;2;0,912;5;0;0;0;6;3;7;2;0;2;0;1;10;3;7;0;0;2;22;13;9;4,67;15,45;21,88;25;9;40;5;24
22.10.2005;0,216;1,371;0;0,558;1;1,524;0;0;6;1;2;0;0;2;0;0;1,366;1;0;0;1;1;1;0;1;1;0;1;0;0;2;1;1;5,304;1;3,212;0;0;1;2;1;2;1;6;0;2;1;6;2;2;2;7;4;0;4;4;3;2;0;5;0;5;2;2;2;0;10;4;4;7;0;3;0;3;2;2,27;6;0;4;0;4;8;2;4;3;5;0;3;8;5;3;5;0;0;24;14;11;5,364;8,102;15,716;28;8;57;5;78
23.10.2005;0;0,973;0,394;0,882;0;0,47;2;3;0;1;0;2;0;0;1;0;3,326;1;2;1;0;1;0;1;1;2;1;0;0;1;0;5;4;3,942;1;4,718;0;2;1;3;0;4;0;1;5;2;1;0;1;2;2;1;3;2;6;5;3;3;0;4;0;1;2;4;2;5;5;2;6;0;6;2;4;5;2;3,248;7;0;3;0;1;2;2;6;2;4;1;14;9;9;8;13;2;15;10;10;8;17,256;4,612;14,964;20;14;32;7;58
24.10.2005;0,222;0,961;0,924;0,832;1;0,328;0;0;1;2;3;0;2;1;3;2;1,348;1;1;0;0;0;3;1;0;1;0;1;1;0;1;2;1;2,494;5;0,612;1;2;1;0;2;4;4;2;1;1;0;4;1;6;4;3;1;3;4;3;3;3;0;4;0;2;4;3;2;5;0;3;6;2;6;3;2;6;0;2,222;7;0;1;0;2;2;4;6;0;1;0;3;7;5;13;0;10;8;4;5;11;16,026;7,758;13,858;23;7;32;8;35
