Timestamp;item 558;item 834;item 883;item 1311;item 1396;item 1647;item 1689;item 1761;item 1969;item 2036;item 2238;item 2697;item 2826;item 7968;item 8670;item 9018;item 9626;item 10113;item 10654;item 10864;item 11402;item 11865;item 13233;item 13461;item 14157;item 14202;item 14435;item 14475;item 14679;item 14870;item 15109;item 15141;item 15325;item 15342;item 15405;item 15925;item 16460;item 16530;item 17254;item 17273;item 17275;item 17277;item 17304;item 17314;item 17746;item 18071;item 18495;item 19810;item 19811;item 19812;item 20004;item 20076;item 20186;item 20213;item 21061;item 21064;item 21066;item 21190;item 21251;item 21529;item 21530;item 21761;item 22291;item 22476;item 23384;item 23600;item 24771;item 24864;item 24991;item 25386;item 25626;item 25841;item 26452;item 26785;item 26890;item 27063;item 28079;item 28090;item 29362;item 29726;item 29941;item 30655;item 32337;item 32345;item 32964;item 34077;item 34121;item 34122;item 34631;item 34824;item 34893;item 35057;item 37213;item 37469;item 37594;item 37876;item 38007;item 38406;item 38415;item 39222;item 39369;item 40085;item 41004;item 41560;item 41784;item 41994;item 41995;item 42079;item 42356;item 42793;item 43639;item 43809;item 44115;item 45073;item 45341;item 46030;item 46108;item 46805;item 48072;item 50966;item 52425;item 53205;item 53832;item 54017;item 54581;item 54606;item 55515;item 55517;item 56486;item 58076;item 59696;item 61583;item 61969;item 62734;item 64605;item 64742;item 65520;item 68836;item 69922;item 73339;item 73594;item 76033;item 76075;item 76268;item 76365;item 77539;item 79279;item 80510;item 82356;item 87639;item 88121;item 89103;item 89977;item 95417;item 96668
19.04.2007;-0.377318694;2;;5;3;;2;1;0;6;1;7;2;2.36;2;1;4;3;5;3;3;1;1;0;4;1;1;0;4;0;0;4;2;3;1;4;6;3;1;2;4;1;1;4;3;3;0;2;;1;3;0;1;2;2.608;1.25;1.382;2.866;1;4;2;3;11;;4;1;0;2;;4;0;2;4;6;1;2;1.282;4;;;1;;1;5;0;0;1;1;0;6;1;1;0;2;1;0;5;0.612;1;;3;7;1;0;0;0;0;4;;2;12;1;0;4;0;0;4.714;2;8;2;1;0;1;;2;12;1;1;1;2;1;4;0;2;4.622;2;0.538;1;0;2;1;4;3;18;0;1;5;4;7;;;;;;
20.04.2007;-0.983138534;3;;8;1;1;;3;2;7;4;12;15;5.35;0;4;4;2;9;6;2;1;1;0;2;2;2;0;6;0;2;3;0;3;10;6;6;4;0;2;3;1;5;3;6;2;1;2;0;0;0;0;4;2;3.264;2.486;0.332;1.166;;3;5;4;5;2;3;3;3;2;4;14;2;2;3;1;1;1;2.286;2;;1;3;;1;3;5;1;7;3;0;3;4;4;0;;2;0;4;0.624;1;5;1;9;0;2;0;0;0;6;2;;0;2;1;0;0;0;2.032;2;13;2;1;2;4;;0;14;1;0;1;3;5;0;7;1;1.054;3;0.352;0;2;1;0;3;2;1;1;2;2;8;1;;;;;;
21.04.2007;-0.68506534;5;;19;2;3;1;13;1;5;3;6;17;4.652;3;2;6;5;11;2;3;2;2;1;4;3;3;0;1;1;2;5;3;2;6;11;7;5;3;5;3;2;1;10;5;;1;3;3;1;2;1;4;3;2.504;1.866;1.384;4.02;1;4;1;5;9;5;1;5;4;4;3;14;7;3;6;3;3;3;2.292;4;;0;4;;2;8;3;1;5;8;0;3;11;16;0;7;5;3;10;0.592;2;7;3;17;2;2;4;0;0;9;3;2;3;4;4;8;0;2;3.402;8;15;3;4;2;8;;0;15;1;1;0;2;3;6;1;6;5.234;11;2.654;1;3;4;4;2;3;0;2;1;6;8;6;;;;;;
22.04.2007;0.242853769;2;;8;1;1;0;6;0;3;3;0;10;3.526;2;4;3;9;4;7;2;8;1;1;3;1;0;0;3;1;1;7;3;1;7;8;8;6;2;0;5;4;0;6;8;1;2;0;3;0;3;5;2;1;1.5;0.698;;0.746;4;5;4;5;4;1;3;0;0;3;0;11;3;1;3;10;3;5;0.392;3;;3;5;;2;2;3;2;5;6;0;2;8;8;;0;4;2;8;0.6;4;4;6;9;6;1;1;0;0;4;3;4;19;5;2;6;0;2;3.21;6;7;2;2;0;4;;0;5;0;2;1;4;;5;0;12;6.268;4;0.624;0;0;2;4;4;2;0;2;1;6;6;5;;;;;;
23.04.2007;0.947494242;0;;1;2;3;1;6;1;;2;0;4;6.588;0;2;3;2;2;4;;2;0;1;0;3;1;8;1;0;0;1;1;2;6;1;1;1;0;3;3;4;1;3;1;1;0;1;2;0;1;2;1;2;2.134;1.24;1.278;2.72;4;2;4;4;4;1;1;3;1;3;1;3;0;0;2;0;0;;0.716;6;;1;2;;2;9;7;1;2;0;0;4;4;4;2;5;1;3;6;0.422;4;4;0;16;0;0;1;0;0;3;1;0;15;2;0;2;0;0;1.872;5;8;1;1;4;2;;0;8;0;1;1;1;3;5;0;0;0;5;0.796;0;2;1;2;3;0;0;4;2;2;;3;;;;;;
24.04.2007;0.781012879;1;;;0;0;0;7;5;4;1;;8;4.244;0;1;1;2;4;2;0;3;3;5;2;2;0;8;3;1;1;2;2;1;1;6;5;;0;1;2;1;1;9;2;0;0;0;2;0;2;0;1;0;2.426;0.62;0.454;1.336;3;0;1;2;3;2;0;;1;4;1;6;1;1;3;0;1;2;0.308;0;;1;1;;3;0;2;3;0;2;0;2;3;13;0;0;2;;6;;4;6;;3;3;0;;0;0;4;5;1;8;0;1;1;0;0;0.676;;10;2;5;2;6;;0;2;1;1;1;3;0;4;0;5;1.546;4;1.904;0;2;1;0;;1;0;0;1;3;2;1;;;;;;
25.04.2007;-0.103528123;0;;2;3;;2;3;1;1;1;5;14;1.82;2;0;2;3;2;5;3;3;3;1;2;1;2;2;2;2;1;1;2;0;3;1;6;4;0;2;1;7;2;1;3;1;1;2;1;0;4;1;4;4;2.802;3.054;0.452;0.982;1;2;1;1;6;0;1;0;1;1;1;7;1;2;2;0;1;1;0.11;2;;1;1;;3;7;6;0;2;4;0;2;3;5;1;1;3;2;3;0;2;9;1;7;2;1;0;0;0;2;0;4;13;1;4;2;0;0;1.014;4;2;1;3;4;6;;0;8;0;1;0;4;1;2;0;3;;5;2.068;0;0;2;1;0;4;2;0;2;2;6;7;;;;;;
26.04.2007;-0.892885847;2;;0;0;0;1;8;0;6;1;4;9;2.494;1;1;1;2;1;2;2;4;2;0;7;1;0;1;4;1;0;1;2;0;0;3;3;5;1;0;4;;2;2;0;1;2;1;2;1;2;4;1;5;3.102;1.022;0;0.296;1;3;1;2;5;3;1;3;1;1;1;7;2;2;2;0;2;0;0.122;5;;1;;;2;0;3;4;1;0;0;2;6;7;1;5;4;1;6;0.69;4;4;3;7;1;0;0;0;0;8;1;;3;1;1;0;0;0;1.246;3;0;0;3;7;2;;0;11;0;3;1;2;1;3;2;;1.784;8;3.524;0;0;0;2;1;0;9;0;1;2;5;4;;;;;;
27.04.2007;-0.86132844;2;;4;0;3;0;1;2;3;2;4;6;3.596;3;3;2;2;5;15;;1;1;0;3;0;1;6;2;1;2;6;4;2;5;8;7;4;0;0;4;3;0;8;1;2;0;1;2;0;2;1;;2;2.042;1.388;0;1.96;4;3;2;4;4;2;2;1;1;1;2;8;3;3;3;3;0;2;1.034;2;;1;1;;4;1;2;1;2;2;0;0;5;6;0;4;2;2;11;0.412;4;7;4;22;2;0;1;0;0;13;3;1;2;5;0;1;0;0;1.2;1;7;2;3;2;6;;0;12;1;1;0;;1;9;3;17;7.654;11;2.974;0;1;0;0;1;0;15;1;1;2;3;6;;;;;;
28.04.2007;-0.037869638;2;;20;1;6;3;5;4;3;4;3;51;4.392;2;4;6;4;8;9;4;2;3;0;3;1;4;2;;2;0;3;3;2;13;6;3;3;1;1;2;2;5;5;6;1;1;3;1;1;1;1;4;7;1.576;3.828;1.696;3.578;5;2;0;8;6;4;1;1;;6;0;10;2;5;4;1;1;7;1.782;4;;1;3;;2;3;5;1;4;4;0;9;4;3;1;;6;4;10;1.134;1;11;1;34;4;5;1;0;0;14;0;1;0;3;3;3;;0;1.958;1;8;1;3;0;4;;0;9;1;1;;2;2;3;3;1;6.96;5;1.968;;0;4;2;5;2;5;3;3;0;5;1;;;;;;
29.04.2007;0.820406335;6;;14;5;7;5;7;3;5;7;4;25;3.726;0;2;8;5;12;5;5;1;4;1;4;2;3;9;2;2;3;13;7;3;4;8;6;5;2;2;1;2;1;7;1;1;2;3;4;1;5;5;2;0;0.314;0;0.488;1.718;3;0;1;5;14;2;1;6;0;5;3;13;5;1;2;0;0;1;0.268;7;;5;3;;0;7;4;5;7;2;0;5;7;1;1;9;5;2;11;1.634;2;2;3;19;3;0;3;0;0;6;1;2;1;5;2;1;0;0;1.942;1;;1;2;3;6;;0;;1;3;0;9;2;4;1;5;10.046;7;8.526;0;1;2;2;1;2;22;2;0;2;7;4;;;;;;
30.04.2007;0.924404507;2;;8;3;2;2;5;4;2;4;2;15;2.124;0;3;1;1;2;8;2;3;5;5;4;2;3;0;1;1;3;4;5;2;4;5;8;2;1;1;5;0;0;3;5;0;3;1;3;2;6;0;3;3;0.344;1.278;;0.992;5;3;2;3;5;4;5;3;2;2;2;3;2;4;1;7;5;4;0.148;3;;1;2;;1;11;4;2;0;2;0;3;0;10;1;11;4;2;7;0.404;2;3;1;10;6;3;2;0;0;7;3;;0;0;1;4;1;0;3.92;2;0;0;2;5;4;;0;5;1;0;3;3;4;3;0;5;2.88;17;2.32;3;0;0;2;3;2;11;3;2;3;6;12;;;;;;
01.05.2007;0.178509439;0;;4;2;3;3;4;1;2;0;1;16;3.412;1;1;1;2;4;2;3;1;1;0;1;1;1;0;3;5;0;2;3;6;1;6;4;0;0;1;3;2;0;3;1;0;1;0;0;0;0;4;5;4;2.344;1.312;1.158;1.608;1;3;0;1;7;0;0;5;1;4;5;14;4;2;3;1;0;1;1.192;4;;0;5;;3;7;1;2;3;1;0;4;7;9;3;0;6;;6;0;5;2;2;3;2;3;3;0;0;9;0;3;12;2;0;2;0;0;1.418;10;0;5;2;2;2;;0;9;1;0;6;1;2;0;3;0;4.606;5;2.01;0;1;1;0;1;2;8;0;3;2;14;2;;;;;;
02.05.2007;-0.731506384;4;;3;4;2;1;3;1;4;2;2;10;4.236;2;0;2;1;3;10;0;2;0;5;4;0;2;0;1;5;3;1;8;2;2;2;4;3;2;1;2;;2;4;3;0;1;0;1;1;5;1;4;1;3.018;1.924;0.584;1.71;2;1;2;0;5;3;1;1;1;2;2;6;1;3;1;5;1;0;0.432;3;;0;4;;2;0;2;3;1;2;0;3;4;11;0;;7;1;4;0.394;3;1;0;2;2;1;1;0;0;8;2;4;5;1;2;2;2;0;2.746;0;9;2;3;2;4;;0;7;0;3;0;2;4;4;0;9;0;9;0.418;2;0;1;3;3;0;6;0;1;4;2;3;;;;;;
03.05.2007;-0.968978611;1;;5;3;0;;3;1;2;4;5;14;1.124;0;1;1;1;5;3;1;2;2;6;5;2;0;0;3;1;0;6;5;1;10;5;2;7;2;0;2;3;1;1;6;;;0;3;1;0;1;1;5;1.708;0.672;1.326;0.236;1;0;0;0;2;1;2;5;1;2;0;5;1;3;4;0;2;0;0.87;5;;2;5;;0;3;3;1;0;1;0;2;4;6;0;2;0;1;4;0.216;4;3;1;7;2;2;2;0;0;7;1;2;2;0;0;2;1;0;2.932;2;1;1;3;1;2;;0;11;1;2;1;1;0;1;5;6;0.91;2;1.002;0;2;1;0;2;1;8;3;1;2;6;4;;;;;;
04.05.2007;-0.315576372;2;;10;1;3;1;1;1;8;2;1;5;1.556;3;4;3;2;8;;2;2;3;3;4;2;4;3;5;3;2;4;2;2;1;5;2;6;0;1;2;2;4;3;6;1;0;3;3;1;0;2;1;3;2.714;2.88;0;2.03;3;1;2;0;1;2;3;4;1;2;;5;2;0;4;0;4;0;0.528;4;;1;0;;3;8;4;1;3;2;0;7;1;2;;4;3;4;5;0.63;2;3;3;15;2;3;1;1;2;4;1;0;1;4;0;1;4;0;3.37;4;0;1;9;2;5;;0;13;0;1;2;5;2;5;1;7;1.858;12;1.546;1;0;1;2;3;2;18;0;0;3;5;4;;;;;;
05.05.2007;0.627965329;8;;7;2;2;0;7;2;10;3;6;23;5.942;2;4;4;2;4;1;5;4;0;2;0;6;0;2;3;0;1;10;4;1;29;9;11;7;2;2;5;1;3;4;6;4;1;3;8;3;0;4;9;2;4.6;2.862;1.684;1.866;4;4;2;0;5;4;6;9;2;4;3;14;3;2;7;4;2;1;0.782;7;;1;2;;1;5;7;10;4;2;0;1;4;11;1;1;3;1;3;1.186;4;8;5;12;6;4;3;2;5;10;3;1;0;3;2;1;0;0;4.74;3;0;0;2;3;4;;0;2;2;2;4;4;5;0;2;4;5.624;2;0.748;0;1;3;13;2;3;21;3;3;11;16;2;;;;;;
06.05.2007;0.994158602;1;;3;1;0;2;14;1;4;3;4;3;1.012;1;5;3;1;11;7;3;5;2;1;2;3;4;13;3;1;2;3;4;2;3;4;10;6;0;0;2;4;0;5;5;1;0;2;1;0;3;0;2;1;1.248;0.712;1.072;0.634;2;3;3;0;4;2;2;2;1;5;1;3;0;2;2;3;0;6;1.52;1;;1;1;;0;1;2;4;2;0;0;2;10;11;1;3;3;1;6;0.626;7;8;5;8;1;1;2;3;5;13;1;1;3;4;2;1;2;0;2.94;11;0;2;0;1;5;;0;6;1;1;2;3;1;9;0;3;;9;2.636;3;0;4;2;3;2;12;4;3;4;4;3;;;;;;
07.05.2007;0.446327041;1;;2;1;0;2;4;4;6;2;4;1;0;2;4;2;5;1;8;0;2;2;1;1;0;1;1;3;0;0;5;2;3;4;1;3;5;1;1;2;2;3;7;1;1;0;0;2;0;2;0;1;4;1.936;0.978;0.682;1.938;2;1;2;0;3;0;3;1;0;3;0;4;0;2;1;2;0;3;0.128;5;;1;2;;0;2;1;1;2;1;2;1;3;6;1;4;3;1;2;0.608;3;7;4;5;1;2;2;1;5;8;0;0;9;2;;2;1;0;1.826;4;0;2;7;2;2;;0;12;3;0;5;3;9;3;;7;0;5;0.57;1;0;1;0;1;1;8;1;5;4;2;3;;;;;;
08.05.2007;-0.511855543;0;;10;3;0;1;7;1;8;2;7;2;0;;3;1;4;0;10;5;3;1;4;2;0;1;7;2;2;2;14;1;1;6;3;2;2;0;0;1;0;1;6;6;0;1;2;2;1;4;0;3;3;2.574;4.122;0;0.266;1;1;2;0;10;4;1;3;2;3;3;5;5;1;4;7;0;3;2;5;;2;1;;0;1;0;1;5;6;0;1;8;6;4;3;4;1;8;0.602;0;8;1;13;4;2;2;3;2;17;1;0;0;2;1;1;;0;2.412;1;0;1;7;1;10;;0;11;0;2;4;;0;1;0;3;9.66;5;0.87;0;;4;1;;2;9;2;2;2;9;1;;;;;;
09.05.2007;-0.999440501;1;;5;4;0;2;4;5;2;3;6;5;6.996;2;3;2;3;0;3;2;3;1;0;3;3;3;2;4;1;3;5;8;4;0;5;7;6;1;2;1;3;2;6;5;;2;1;2;2;13;1;1;2;2.686;3.212;0.436;1.022;3;0;4;0;8;2;1;2;2;2;0;11;1;3;;;1;0;0.724;5;;1;2;;2;16;1;1;3;8;1;3;9;10;1;2;5;5;3;0.21;5;8;7;12;2;2;3;1;3;10;3;3;1;3;2;1;2;0;3.208;0;7;2;4;0;3;;0;8;2;1;5;1;5;6;1;6;5.496;13;2.004;0;2;0;1;1;0;25;3;0;5;9;1;;;;;;
10.05.2007;-0.568144472;1;;1;2;0;2;4;3;1;2;4;19;4.484;0;1;3;6;0;3;1;1;0;0;2;0;0;7;0;2;2;1;3;3;4;2;3;2;1;1;1;2;0;4;2;;1;0;0;1;1;0;1;1;1.252;0.894;0.228;0.422;2;2;1;0;3;;2;1;;5;2;2;0;0;;1;1;1;0;4;;1;2;;1;;0;;;7;1;4;3;0;;0;1;1;1;0.4;3;2;2;4;2;4;0;4;2;7;2;2;2;5;1;1;0;1;3.572;2;9;1;4;6;4;;0;13;2;4;0;2;0;1;;2;2.214;6;0;;1;1;3;2;1;10;2;3;1;3;1;;;;;;
11.05.2007;0.385500965;3;;8;2;0;2;4;3;10;4;6;8;5.528;0;4;0;4;;3;1;4;1;0;2;0;0;13;6;3;1;3;3;3;4;2;7;9;0;2;1;3;1;3;4;0;1;0;4;0;5;0;1;3;1.854;2.06;0.474;2.702;4;1;1;0;3;2;2;7;0;4;0;11;0;2;1;3;1;0;0.716;3;;3;5;;3;1;6;1;2;4;2;2;4;10;1;5;3;2;6;0.64;2;7;1;8;1;3;1;2;3;8;0;;10;1;0;1;1;0;5.69;9;13;0;4;2;4;;0;5;0;1;0;14;2;3;1;8;11.844;6;0;0;2;9;2;1;1;18;4;4;3;2;4;;;;;;
12.05.2007;0.984718592;1;;10;0;0;0;8;4;2;3;1;29;1.658;0;0;4;4;7;6;2;1;0;1;5;2;0;4;6;1;1;2;5;4;2;1;4;9;3;0;3;3;1;3;0;0;1;2;2;1;3;1;1;1;1.908;1.948;2.128;2.666;6;2;3;0;6;3;0;3;0;5;0;15;4;4;1;2;1;0;1.082;4;;1;3;;1;4;0;6;1;5;2;10;3;6;0;4;5;4;11;0;1;7;2;17;2;3;1;2;3;8;;3;2;5;0;0;1;0;2.6;6;8;0;8;4;3;;0;14;0;0;6;4;0;4;1;14;4.87;10;4.574;2;0;0;1;1;1;23;7;4;4;10;4;;;;;;
13.05.2007;0.678590487;0;;1;3;0;0;5;2;4;3;5;8;1.394;1;1;3;2;6;3;5;3;3;1;1;3;1;6;4;0;4;7;4;1;2;6;14;9;5;1;1;0;0;5;6;2;2;2;2;1;5;3;4;3;2.608;1.266;0.47;0;4;2;0;0;3;1;2;4;2;3;2;12;1;2;2;1;2;2;0.506;5;;1;5;;1;7;3;1;1;4;2;2;4;7;1;3;6;2;2;0.392;7;8;8;8;4;2;5;1;4;7;1;1;0;5;3;0;3;1;4.582;11;16;4;5;0;7;;0;6;2;2;2;4;3;3;7;4;1.076;5;2.426;0;3;1;1;2;1;18;1;6;7;10;3;;;;;;
14.05.2007;-0.251430582;3;;3;3;0;0;12;3;1;2;9;4;1.686;1;2;2;9;1;4;6;1;1;0;5;2;1;0;3;1;4;3;1;3;2;3;5;0;2;1;0;2;1;2;4;1;0;4;0;1;1;0;1;3;1.628;0.642;0.462;2.534;2;1;2;0;3;2;3;3;2;7;0;4;2;1;2;1;3;1;0;3;;0;2;;0;2;1;0;0;4;2;1;5;6;1;;1;1;2;0.79;5;2;0;2;6;4;0;2;1;5;0;4;6;3;1;0;1;1;0.572;5;9;0;4;1;2;;0;9;1;1;0;4;2;;1;6;0;1;0.438;1;1;1;1;2;2;12;0;1;6;7;1;;;;;;
15.05.2007;-0.950287534;1;;4;1;0;0;1;0;1;3;3;5;3.094;1;1;1;2;6;5;2;1;1;0;4;3;1;5;2;2;1;2;4;2;12;6;7;1;1;1;3;3;0;7;4;;1;0;1;0;1;3;4;5;1.782;0.686;0;0.584;2;0;1;0;5;1;0;4;0;5;2;3;1;3;2;2;1;2;0.366;6;;2;1;;2;3;1;3;0;1;0;2;5;11;;3;;2;2;0.576;5;8;4;3;1;2;2;4;3;9;2;2;1;1;0;0;0;0;0.318;3;7;0;3;2;0;;0;11;1;1;2;3;3;6;1;7;0.902;3;0;0;1;0;0;3;2;3;6;0;1;4;4;;;;;;
16.05.2007;-0.775454509;2;;1;2;0;0;3;2;0;0;3;8;2.896;1;2;4;2;4;9;2;0;3;0;2;1;1;3;1;1;3;4;5;1;0;2;5;2;1;1;2;4;1;2;4;;0;2;1;0;2;0;1;3;2.754;1.928;0.476;1.274;2;0;7;0;0;2;2;2;3;5;1;7;0;3;1;2;1;2;0.214;2;;1;5;;;0;3;0;4;7;0;4;3;0;0;3;5;3;5;0.606;3;2;1;1;2;1;1;;2;6;;2;1;1;0;0;0;0;1.372;15;9;1;1;1;3;;0;10;0;2;2;2;2;1;5;7;0;2;0;0;0;24;1;1;1;15;0;0;2;10;4;;;;;;
17.05.2007;0.112327815;1;;0;0;;0;1;4;1;4;5;5;4.22;1;4;2;1;4;7;3;3;0;4;2;1;0;11;1;2;0;5;1;1;0;2;2;2;2;2;5;3;1;5;0;1;0;1;;0;0;1;2;7;1.472;3.268;0.868;1.976;0;5;1;0;0;1;1;1;2;6;;9;1;2;2;3;1;1;0;5;;3;3;;0;0;0;0;1;2;0;1;4;4;0;4;3;0;1;0.414;5;2;3;4;5;1;0;2;3;6;1;1;0;1;0;0;2;1;2.08;4;8;1;4;4;1;;0;10;2;2;0;1;4;3;1;10;0.948;4;1.164;0;1;3;1;2;1;11;0;3;2;2;5;;;;;;
18.05.2007;0.896836464;1;;8;3;1;0;11;1;4;4;3;6;2.092;0;3;4;;6;3;5;4;;0;1;2;4;14;4;6;3;11;1;3;8;1;2;0;1;0;2;2;1;4;1;2;2;1;2;1;1;0;5;2;3.852;0.608;0;2.026;1;1;0;0;7;1;0;5;2;6;2;9;7;3;5;5;2;3;0.658;4;;1;3;;0;10;2;6;1;6;0;3;5;5;2;3;6;0;7;0.812;7;9;3;2;3;4;2;6;5;17;0;5;0;3;2;0;3;0;3.498;2;9;1;5;2;8;;0;10;1;2;2;2;4;0;3;8;3.086;3;0.874;0;3;5;1;1;2;16;;2;0;5;6;;;;;;
19.05.2007;0.856797804;3;;8;2;4;0;6;7;3;3;5;19;4.74;3;1;4;4;5;11;1;5;1;2;7;6;0;11;2;1;5;14;5;1;8;5;12;0;1;1;5;;1;13;8;1;0;4;1;1;0;3;3;1;1.502;1.92;1.204;3.084;3;5;1;0;5;6;2;0;4;11;2;19;3;2;1;0;2;4;0.964;6;;1;6;;3;4;;3;4;6;0;4;3;11;4;0;2;6;4;0.406;4;6;3;11;3;3;3;;5;25;0;3;2;4;3;0;2;0;4.428;4;9;2;5;4;3;;0;7;1;2;2;2;;1;0;12;6.986;12;1.942;2;3;1;2;2;3;22;2;3;3;7;12;;;;;;
20.05.2007;0.029023195;1;;3;1;2;0;5;3;7;2;6;1;3.112;2;3;6;5;6;6;2;2;1;1;2;1;4;9;4;3;6;16;5;4;3;3;5;0;3;0;4;3;2;5;3;0;1;0;3;0;15;0;4;2;2.308;0.678;;;2;1;2;0;3;1;7;0;3;3;1;11;5;4;5;2;3;5;0;8;;3;2;;3;4;2;2;1;2;0;2;9;3;0;0;4;0;4;0.404;2;7;3;16;1;3;4;2;3;7;1;1;3;0;1;0;0;0;2.932;8;7;1;7;2;3;;0;13;2;2;1;3;3;3;2;6;;5;0.458;1;0;1;0;2;2;16;1;1;2;3;6;;;;;;
21.05.2007;-0.825435206;1;;1;3;1;0;3;2;7;4;2;2;2.454;1;2;1;2;5;0;2;1;1;1;5;1;0;3;1;1;1;1;4;3;3;0;5;0;2;0;1;0;1;8;1;0;0;1;1;0;;3;1;3;2.742;2.056;0.882;0.496;;5;1;;7;2;0;0;1;4;1;4;1;2;1;0;2;0;1.744;3;;1;14;;0;0;7;0;2;1;0;5;4;14;;1;3;0;4;0.814;3;10;1;11;2;1;1;4;1;8;1;2;6;1;1;0;0;0;3.132;9;12;0;5;6;2;;0;10;0;3;2;1;2;1;0;6;0.972;1;0;1;3;2;1;2;0;3;1;2;3;3;3;;;;;;
22.05.2007;-0.920992285;;;3;0;4;0;1;3;3;0;7;5;3.264;2;4;2;6;1;2;2;2;0;1;1;2;0;5;2;1;2;2;1;1;11;2;5;;1;;1;4;2;3;2;0;2;2;4;2;1;0;5;1;1.344;1.282;0.884;0.772;3;3;1;0;3;1;1;0;1;3;2;7;2;2;6;5;3;4;1.12;6;;0;0;;0;5;3;2;0;1;;2;5;3;0;3;2;2;2;0.832;4;3;0;8;0;0;1;;2;2;0;1;4;5;;0;1;1;2.292;5;3;0;1;0;1;;0;0;0;0;3;1;3;2;3;7;1.104;3;0;1;3;2;4;3;0;9;1;1;1;4;2;;;;;;
23.05.2007;-0.169793305;1;;1;9;1;2;2;5;1;3;3;13;1.752;1;2;1;1;2;5;2;2;1;5;2;1;1;;4;2;1;5;1;1;5;3;5;0;1;1;2;5;1;5;3;;0;2;1;0;0;0;0;2;3.408;1.134;0.784;1.608;2;3;5;0;1;6;3;0;0;3;1;8;1;3;1;2;1;1;1.498;6;;1;0;;0;4;1;2;2;2;1;3;4;18;1;3;3;1;3;0.628;3;7;3;12;;3;1;4;2;7;0;2;0;3;0;0;2;0;2.904;4;4;0;3;3;1;;0;11;4;3;1;2;3;3;0;3;4.368;5;;2;1;3;3;1;1;4;3;0;1;3;4;;;;;;
24.05.2007;0.737512857;2;;4;4;2;3;0;4;2;3;;;4.496;0;2;5;6;1;5;1;4;3;0;3;2;0;7;5;7;1;5;3;2;7;1;5;0;0;1;0;3;1;4;5;1;3;0;2;1;2;1;0;1;2.25;1.04;0;3.38;8;3;0;0;4;1;1;0;1;8;1;9;1;5;2;2;0;2;1.034;3;;;1;;1;2;2;4;3;2;1;5;6;11;1;12;6;3;4;0.632;6;4;4;10;4;2;0;2;7;7;4;;0;2;2;2;0;0;4.982;1;11;0;2;0;2;;0;10;;0;0;1;3;2;8;11;1.848;3;0;0;2;1;1;0;0;13;3;4;1;5;4;;;;;;
25.05.2007;0.966753099;3;;11;2;3;1;2;2;10;2;5;4;0.494;2;3;4;8;9;5;3;8;1;2;6;3;0;6;3;2;0;10;0;0;12;1;6;4;0;0;5;1;2;4;4;;1;1;0;1;1;;3;1;3.626;1.592;0.882;0.58;3;1;4;4;9;0;2;0;1;4;1;12;1;0;5;1;0;1;2.246;8;;2;4;;2;3;1;2;3;2;3;7;2;5;3;;4;1;6;0.396;6;4;1;10;4;0;2;3;3;16;0;4;2;1;0;0;2;0;5.554;3;4;1;3;4;2;;0;14;3;0;1;1;1;1;4;15;4.64;3;0.286;0;2;5;1;3;5;5;3;3;1;4;;;;;;;
26.05.2007;0.307165;4;;12;1;3;3;2;2;3;7;2;12;0.908;1;5;3;3;5;8;1;2;0;1;5;5;1;5;5;1;3;6;6;2;5;3;8;6;2;1;4;5;4;11;6;3;1;0;2;1;0;1;7;6;4.454;1.554;0;0.724;1;1;;1;5;2;1;0;2;8;1;21;3;0;5;1;17;4;1.446;5;;3;2;;2;10;4;6;1;8;2;9;13;8;6;4;10;2;7;0.992;5;9;3;13;1;2;5;4;3;19;1;4;2;5;1;5;3;0;2.364;7;9;2;9;5;9;;0;9;5;0;2;4;3;12;3;8;11.446;8;0.452;1;1;1;2;2;2;28;5;2;2;10;6;;;;;;
27.05.2007;-0.634829184;0;;3;3;3;2;8;1;7;5;8;8;2.236;2;3;3;8;6;7;1;5;0;0;5;2;4;8;2;2;5;3;1;2;4;1;8;2;2;2;0;0;3;12;7;0;0;1;2;1;2;5;6;1;2.034;0.708;0;0.22;1;0;1;1;9;3;3;0;1;8;1;12;3;2;2;1;0;3;1.81;8;;4;1;;0;0;2;1;4;7;4;1;6;11;1;3;4;4;6;1.842;1;4;4;19;2;0;0;2;3;4;2;5;2;6;2;3;2;1;2.492;1;10;2;5;3;2;;0;9;1;0;3;5;2;3;1;4;4.124;3;0.746;1;2;4;2;2;0;17;2;3;2;7;3;;;;;;
28.05.2007;-0.993164344;2;;6;1;2;1;5;1;5;1;4;2;4.066;1;4;0;4;2;11;2;4;0;0;4;2;1;2;2;1;2;0;0;3;4;0;4;2;0;2;1;0;1;7;0;1;3;2;2;0;3;2;2;4;2.09;2.018;0;1.826;2;2;3;0;3;0;0;0;1;4;0;5;3;1;3;3;0;1;0.472;3;;2;0;;2;0;0;9;3;2;2;2;4;22;;1;0;0;5;0;6;2;1;4;1;0;0;4;3;9;0;1;0;1;1;4;1;1;3.884;0;12;0;5;2;1;;0;7;2;0;4;0;2;0;1;4;;3;0;0;0;3;4;3;1;2;2;1;4;1;4;;;;;;
